Word            	Accuracy 	Count
athenais        	0.0 	2
avon            	0.0 	2
avonlea         	0.0 	2
awaken          	0.0 	2
awk             	0.0 	2
aye             	0.0 	2
bale            	0.0 	2
ballet          	0.0 	2
bambeday        	0.0 	2
barbaree        	0.0 	2
barclay         	0.0 	2
bassorah        	0.0 	2
bean            	0.0 	2
beenie          	0.0 	2
befal           	0.0 	2
behaviourist    	0.0 	2
bequeath        	0.0 	2
beseeching      	0.0 	2
bharats         	0.0 	2
biffen          	0.0 	2
bin             	0.0 	2
bloodshed       	0.0 	2
boeuf           	0.0 	2
boggs           	0.0 	2
bordeaux        	0.0 	2
botanical       	0.0 	2
bottomed        	0.0 	2
brahmin         	0.0 	2
bul             	0.0 	2
buoy            	0.0 	2
burmistone      	0.0 	2
butchery        	0.0 	2
calculus        	0.0 	2
calendar        	0.0 	2
cambrai         	0.0 	2
carcases        	0.0 	2
careworn        	0.0 	2
caste           	0.0 	2
castrato        	0.0 	2
casts           	0.0 	2
catapult        	0.0 	2
cauliflower     	0.0 	2
cedars          	0.0 	2
chaise          	0.0 	2
chandavarma     	0.0 	2
chanticleer     	0.0 	2
chefs           	0.0 	2
cheroot         	0.0 	2
chess           	0.0 	2
chewers         	0.0 	2
chingachgook    	0.0 	2
choicest        	0.0 	2
choke           	0.0 	2
choking         	0.0 	2
christi         	0.0 	2
chrysippus      	0.0 	2
churchs         	0.0 	2
clarets         	0.0 	2
clement         	0.0 	2
clew            	0.0 	2
cole            	0.0 	2
colorist        	0.0 	2
colorists       	0.0 	2
colours         	0.0 	2
comers          	0.0 	2
comte           	0.0 	2
connexions      	0.0 	2
convolvulus     	0.0 	2
corollary       	0.0 	2
councils        	0.0 	2
coupons         	0.0 	2
courfeyrac      	0.0 	2
creditor        	0.0 	2
critias         	0.0 	2
cymbals         	0.0 	2
daguerreotype   	0.0 	2
daguerreotypist 	0.0 	2
dauntless       	0.0 	2
dedalus         	0.0 	2
demeanor        	0.0 	2
denis           	0.0 	2
dew             	0.0 	2
disown          	0.0 	2
dissent         	0.0 	2
dissipation     	0.0 	2
doest           	0.0 	2
dogmas          	0.0 	2
dona            	0.0 	2
donatists       	0.0 	2
donovan         	0.0 	2
dramatize       	0.0 	2
drooping        	0.0 	2
duds            	0.0 	2
dumas           	0.0 	2
dunno           	0.0 	2
duplicates      	0.0 	2
duteous         	0.0 	2
edeyrn          	0.0 	2
elexander       	0.0 	2
embarrass       	0.0 	2
endeavoring     	0.0 	2
endures         	0.0 	2
enid            	0.0 	2
entreaties      	0.0 	2
erbin           	0.0 	2
erewhon         	0.0 	2
ernest          	0.0 	2
esther          	0.0 	2
ethelried       	0.0 	2
ewes            	0.0 	2
excepted        	0.0 	2
expects         	0.0 	2
eyeing          	0.0 	2
faber           	0.0 	2
fafnirs         	0.0 	2
fagots          	0.0 	2
fairview        	0.0 	2
fiddle          	0.0 	2
fitting         	0.0 	2
flerov          	0.0 	2
flerovs         	0.0 	2
forecastle      	0.0 	2
franc           	0.0 	2
fretting        	0.0 	2
fristoe         	0.0 	2
fulfill         	0.0 	2
gardow          	0.0 	2
gascon          	0.0 	2
gayly           	0.0 	2
gillikins       	0.0 	2
gingerbread     	0.0 	2
gnarled         	0.0 	2
gnawing         	0.0 	2
graeme          	0.0 	2
gram            	0.0 	2
haid            	0.0 	2
halfpenny       	0.0 	2
halley          	0.0 	2
harbor          	0.0 	2
harrison        	0.0 	2
harrisonville   	0.0 	2
hasan           	0.0 	2
heirloom        	0.0 	2
hepzibah        	0.0 	2
hepzibahs       	0.0 	2
holbein         	0.0 	2
hon             	0.0 	2
honorific       	0.0 	2
hoosier         	0.0 	2
horstius        	0.0 	2
howdah          	0.0 	2
hoze            	0.0 	2
humdrum         	0.0 	2
hymn            	0.0 	2
ilu             	0.0 	2
inclosure       	0.0 	2
indiany         	0.0 	2
innerlochy      	0.0 	2
invalid         	0.0 	2
iowa            	0.0 	2
irolg           	0.0 	2
ithaca          	0.0 	2
jocelyns        	0.0 	2
joyance         	0.0 	2
k               	0.0 	2
kaffars         	0.0 	2
karl            	0.0 	2
kausalya        	0.0 	2
kenites         	0.0 	2
kennington      	0.0 	2
kettles         	0.0 	2
keyhole         	0.0 	2
khorasan        	0.0 	2
kiyoto          	0.0 	2
kremlin         	0.0 	2
kuana           	0.0 	2
labourers       	0.0 	2
lachaise        	0.0 	2
lamplight       	0.0 	2
landi           	0.0 	2
lansdowne       	0.0 	2
larkspur        	0.0 	2
lauderdale      	0.0 	2
laughd          	0.0 	2
laughlin        	0.0 	2
leased          	0.0 	2
leash           	0.0 	2
leaven          	0.0 	2
lecompte        	0.0 	2
lees            	0.0 	2
leocadias       	0.0 	2
lettuce         	0.0 	2
liveryman       	0.0 	2
ll              	0.0 	2
lovest          	0.0 	2
lucien          	0.0 	2
ludicrous       	0.0 	2
lukewarm        	0.0 	2
lynde           	0.0 	2
mackerel        	0.0 	2
macpherson      	0.0 	2
magazzino       	0.0 	2
mama            	0.0 	2
mangles         	0.0 	2
mankato         	0.0 	2
mantel          	0.0 	2
marching        	0.0 	2
marivaux        	0.0 	2
marmalades      	0.0 	2
marvelous       	0.0 	2
masts           	0.0 	2
mati            	0.0 	2
medals          	0.0 	2
mell            	0.0 	2
merlonus        	0.0 	2
messrs          	0.0 	2
mester          	0.0 	2
mezzanine       	0.0 	2
mien            	0.0 	2
mikhaylovna     	0.0 	2
minturn         	0.0 	2
moira           	0.0 	2
molded          	0.0 	2
montmartre      	0.0 	2
mopped          	0.0 	2
mornin          	0.0 	2
moulds          	0.0 	2
munny           	0.0 	2
murfreesboro    	0.0 	2
myshkin         	0.0 	2
mythus          	0.0 	2
neer            	0.0 	2
neighborhood    	0.0 	2
newsome         	0.0 	2
newsomes        	0.0 	2
noontide        	0.0 	2
nudd            	0.0 	2
oar             	0.0 	2
occult          	0.0 	2
odour           	0.0 	2
olaf            	0.0 	2
ossipon         	0.0 	2
ossipons        	0.0 	2
panacea         	0.0 	2
panada          	0.0 	2
paraphernalia   	0.0 	2
parr            	0.0 	2
pavel           	0.0 	2
penance         	0.0 	2
pere            	0.0 	2
ph              	0.0 	2
pi              	0.0 	2
pierston        	0.0 	2
pigstye         	0.0 	2
pitt            	0.0 	2
plainfield      	0.0 	2
plaits          	0.0 	2
plumb           	0.0 	2
poniard         	0.0 	2
portmanteau     	0.0 	2
praefect        	0.0 	2
pre             	0.0 	2
procope         	0.0 	2
prophetic       	0.0 	2
psyche          	0.0 	2
pulley          	0.0 	2
pyrrha          	0.0 	2
quart           	0.0 	2
radie           	0.0 	2
raiment         	0.0 	2
rajavahana      	0.0 	2
randals         	0.0 	2
ranza           	0.0 	2
recognise       	0.0 	2
recognising     	0.0 	2
repnin          	0.0 	2
rhodes          	0.0 	2
rhodian         	0.0 	2
rioting         	0.0 	2
roomfellow      	0.0 	2
rum             	0.0 	2
salon           	0.0 	2
sandwiches      	0.0 	2
satrughna       	0.0 	2
sauterne        	0.0 	2
sayin           	0.0 	2
scuse           	0.0 	2
scythe          	0.0 	2
seest           	0.0 	2
seller          	0.0 	2
shriya          	0.0 	2
sif             	0.0 	2
sighs           	0.0 	2
silken          	0.0 	2
sima            	0.0 	2
simmonds        	0.0 	2
singa           	0.0 	2
site            	0.0 	2
sixes           	0.0 	2
skeptical       	0.0 	2
smitten         	0.0 	2
sob             	0.0 	2
souled          	0.0 	2
southey         	0.0 	2
staid           	0.0 	2
stark           	0.0 	2
stephanos       	0.0 	2
stoker          	0.0 	2
subduing        	0.0 	2
sugrivas        	0.0 	2
sukhtelen       	0.0 	2
suns            	0.0 	2
sweetmeat       	0.0 	2
syrtis          	0.0 	2
tastes          	0.0 	2
telecast        	0.0 	2
telltale        	0.0 	2
templars        	0.0 	2
tessas          	0.0 	2
thar            	0.0 	2
thatched        	0.0 	2
thatll          	0.0 	2
theodosius      	0.0 	2
theyll          	0.0 	2
theyve          	0.0 	2
thro            	0.0 	2
torquilstone    	0.0 	2
towne           	0.0 	2
transient       	0.0 	2
traveled        	0.0 	2
urartu          	0.0 	2
valkyrie        	0.0 	2
vanars          	0.0 	2
ve              	0.0 	2
vicomte         	0.0 	2
vigour          	0.0 	2
waked           	0.0 	2
warned          	0.0 	2
warnt           	0.0 	2
watercress      	0.0 	2
watry           	0.0 	2
westmere        	0.0 	2
wheeler         	0.0 	2
whereof         	0.0 	2
whittaws        	0.0 	2
wi              	0.0 	2
widower         	0.0 	2
wrist           	0.0 	2
yorick          	0.0 	2
yundt           	0.0 	2
aaron           	0.0 	1
abbess          	0.0 	1
abbreviations   	0.0 	1
abed            	0.0 	1
abeyance        	0.0 	1
abner           	0.0 	1
absorb          	0.0 	1
accommodations  	0.0 	1
accoutrements   	0.0 	1
accrue          	0.0 	1
accruing        	0.0 	1
acheson         	0.0 	1
acidity         	0.0 	1
acknowledgement 	0.0 	1
acquit          	0.0 	1
acquittal       	0.0 	1
ad              	0.0 	1
adage           	0.0 	1
adair           	0.0 	1
adam            	0.0 	1
adamnan         	0.0 	1
adams           	0.0 	1
addisons        	0.0 	1
adelaida        	0.0 	1
admetuss        	0.0 	1
adnt            	0.0 	1
adona           	0.0 	1
adored          	0.0 	1
aea             	0.0 	1
aeons           	0.0 	1
affrightened    	0.0 	1
afire           	0.0 	1
africanus       	0.0 	1
afterdeck       	0.0 	1
afterguard      	0.0 	1
agape           	0.0 	1
agglomerate     	0.0 	1
agglomerations  	0.0 	1
aggressive      	0.0 	1
aglaia          	0.0 	1
agone           	0.0 	1
agrahayan       	0.0 	1
agrarian        	0.0 	1
aicksandrovna   	0.0 	1
aidan           	0.0 	1
aide            	0.0 	1
aided           	0.0 	1
ailment         	0.0 	1
airily          	0.0 	1
airs            	0.0 	1
airy            	0.0 	1
aisle           	0.0 	1
aisles          	0.0 	1
albanians       	0.0 	1
albigenses      	0.0 	1
aleck           	0.0 	1
alertness       	0.0 	1
alexandrovna    	0.0 	1
alexeevich      	0.0 	1
algae           	0.0 	1
alimentary      	0.0 	1
alis            	0.0 	1
alkaloid        	0.0 	1
allahs          	0.0 	1
allayed         	0.0 	1
allegorical     	0.0 	1
allens          	0.0 	1
allers          	0.0 	1
alls            	0.0 	1
alluvion        	0.0 	1
alma            	0.0 	1
almoner         	0.0 	1
alonger         	0.0 	1
amalgamated     	0.0 	1
amber           	0.0 	1
ambrosial       	0.0 	1
ambulances      	0.0 	1
amenities       	0.0 	1
amethyst        	0.0 	1
amour           	0.0 	1
amphitheater    	0.0 	1
anachronisms    	0.0 	1
anaesthesia     	0.0 	1
analogue        	0.0 	1
analyses        	0.0 	1
anatolia        	0.0 	1
anaxagoras      	0.0 	1
andbut          	0.0 	1
anderson        	0.0 	1
andersons       	0.0 	1
ands            	0.0 	1
angeston        	0.0 	1
angor           	0.0 	1
animadversion   	0.0 	1
annex           	0.0 	1
anon            	0.0 	1
antarctic       	0.0 	1
ante            	0.0 	1
antecedents     	0.0 	1
antedating      	0.0 	1
antidote        	0.0 	1
antiquarians    	0.0 	1
antolian        	0.0 	1
ants            	0.0 	1
anvils          	0.0 	1
anymore         	0.0 	1
anyones         	0.0 	1
apaharavarma    	0.0 	1
apocryphal      	0.0 	1
apollinaris     	0.0 	1
apologist       	0.0 	1
apomorphine     	0.0 	1
apophthegms     	0.0 	1
apostolic       	0.0 	1
apostolical     	0.0 	1
appearing       	0.0 	1
apprenticeship  	0.0 	1
apsaras         	0.0 	1
apsyrtus        	0.0 	1
aqua            	0.0 	1
arabesque       	0.0 	1
archias         	0.0 	1
arcturus        	0.0 	1
ardle           	0.0 	1
ares            	0.0 	1
argus           	0.0 	1
arid            	0.0 	1
arkwright       	0.0 	1
armine          	0.0 	1
arming          	0.0 	1
armor           	0.0 	1
armour          	0.0 	1
aronnax         	0.0 	1
arresting       	0.0 	1
arrondissement  	0.0 	1
arsinoes        	0.0 	1
arsts           	0.0 	1
artichokes      	0.0 	1
ascendancy      	0.0 	1
ascension       	0.0 	1
ascetic         	0.0 	1
ashur           	0.0 	1
aslant          	0.0 	1
asperity        	0.0 	1
asplenium       	0.0 	1
assertive       	0.0 	1
assignation     	0.0 	1
assiniboine     	0.0 	1
astride         	0.0 	1
asura           	0.0 	1
atchison        	0.0 	1
athanasius      	0.0 	1
atheist         	0.0 	1
athelstane      	0.0 	1
atholemen       	0.0 	1
atkinson        	0.0 	1
atrocious       	0.0 	1
attested        	0.0 	1
au              	0.0 	1
austerlitz      	0.0 	1
autobiography   	0.0 	1
automaton       	0.0 	1
autumnal        	0.0 	1
avarice         	0.0 	1
ave             	0.0 	1
avice           	0.0 	1
avidity         	0.0 	1
avons           	0.0 	1
avowed          	0.0 	1
aw              	0.0 	1
awards          	0.0 	1
awed            	0.0 	1
awkard          	0.0 	1
awls            	0.0 	1
awnings         	0.0 	1
azariah         	0.0 	1
babbler         	0.0 	1
babe            	0.0 	1
babirusa        	0.0 	1
badauderie      	0.0 	1
badawi          	0.0 	1
badge           	0.0 	1
bagration       	0.0 	1
bah             	0.0 	1
bail            	0.0 	1
bains           	0.0 	1
baited          	0.0 	1
balaams         	0.0 	1
balaklava       	0.0 	1
balammed        	0.0 	1
baleen          	0.0 	1
bali            	0.0 	1
ballock         	0.0 	1
balmy           	0.0 	1
bamboo          	0.0 	1
ban             	0.0 	1
bandinello      	0.0 	1
banished        	0.0 	1
banjo           	0.0 	1
barcelona       	0.0 	1
bards           	0.0 	1
baring          	0.0 	1
barkley         	0.0 	1
barley          	0.0 	1
baron           	0.0 	1
basketful       	0.0 	1
bates           	0.0 	1
baton           	0.0 	1
batted          	0.0 	1
battlefield     	0.0 	1
baulked         	0.0 	1
bayoneted       	0.0 	1
beached         	0.0 	1
beales          	0.0 	1
beastly         	0.0 	1
beaters         	0.0 	1
beaumanoir      	0.0 	1
beaus           	0.0 	1
beckon          	0.0 	1
bedecked        	0.0 	1
bedouin         	0.0 	1
beebe           	0.0 	1
beecher         	0.0 	1
beeder          	0.0 	1
beehive         	0.0 	1
beelzebub       	0.0 	1
befit           	0.0 	1
beguiled        	0.0 	1
behindhand      	0.0 	1
behooves        	0.0 	1
bein            	0.0 	1
bel             	0.0 	1
belcher         	0.0 	1
belisarius      	0.0 	1
bella           	0.0 	1
belli           	0.0 	1
benari          	0.0 	1
benighted       	0.0 	1
benignantly     	0.0 	1
bennydecks      	0.0 	1
benoit          	0.0 	1
benvenuto       	0.0 	1
bergez          	0.0 	1
bernardone      	0.0 	1
berth           	0.0 	1
bertie          	0.0 	1
bestia          	0.0 	1
bestowed        	0.0 	1
betcha          	0.0 	1
bethought       	0.0 	1
bethune         	0.0 	1
betideth        	0.0 	1
betokened       	0.0 	1
betting         	0.0 	1
beulah          	0.0 	1
bezukhov        	0.0 	1
bhang           	0.0 	1
bhunda          	0.0 	1
bilge           	0.0 	1
billed          	0.0 	1
billowing       	0.0 	1
billygoat       	0.0 	1
biology         	0.0 	1
bipeds          	0.0 	1
birdikins       	0.0 	1
birdlike        	0.0 	1
birdseye        	0.0 	1
birket          	0.0 	1
bisque          	0.0 	1
bitten          	0.0 	1
blackguard      	0.0 	1
blackleg        	0.0 	1
blacknesses     	0.0 	1
blanches        	0.0 	1
blanketed       	0.0 	1
blasphemer      	0.0 	1
blasphemy       	0.0 	1
blatted         	0.0 	1
blazoned        	0.0 	1
bleared         	0.0 	1
blemmyes        	0.0 	1
blokes          	0.0 	1
blubberers      	0.0 	1
bluebells       	0.0 	1
blunderbuss     	0.0 	1
blunt           	0.0 	1
bluntly         	0.0 	1
boar            	0.0 	1
bobbed          	0.0 	1
boeotian        	0.0 	1
bolls           	0.0 	1
bolted          	0.0 	1
bolton          	0.0 	1
boluses         	0.0 	1
bomb            	0.0 	1
bondslave       	0.0 	1
boodles         	0.0 	1
boone           	0.0 	1
boss            	0.0 	1
boulevard       	0.0 	1
bourbon         	0.0 	1
bourgeois       	0.0 	1
bourges         	0.0 	1
bowshot         	0.0 	1
bozzles         	0.0 	1
bradford        	0.0 	1
brahmins        	0.0 	1
braid           	0.0 	1
brandd          	0.0 	1
branwell        	0.0 	1
breadhouse      	0.0 	1
breakfas        	0.0 	1
breakup         	0.0 	1
breakwater      	0.0 	1
breastworks     	0.0 	1
breeches        	0.0 	1
breezy          	0.0 	1
bremer          	0.0 	1
bridal          	0.0 	1
briefs          	0.0 	1
brions          	0.0 	1
britannulists   	0.0 	1
brixby          	0.0 	1
broadoaks       	0.0 	1
brontes         	0.0 	1
browsed         	0.0 	1
brunette        	0.0 	1
brusquely       	0.0 	1
bruy            	0.0 	1
brynhilds       	0.0 	1
buchanan        	0.0 	1
buckinghamshire 	0.0 	1
buddhists       	0.0 	1
budmouth        	0.0 	1
bugbears        	0.0 	1
bui             	0.0 	1
bulkhead        	0.0 	1
bun             	0.0 	1
bunk            	0.0 	1
bunnit          	0.0 	1
burbage         	0.0 	1
buren           	0.0 	1
burgos          	0.0 	1
burgoyne        	0.0 	1
burgoynes       	0.0 	1
burgundies      	0.0 	1
burros          	0.0 	1
burrow          	0.0 	1
bursheba        	0.0 	1
businesswhich   	0.0 	1
butchered       	0.0 	1
butted          	0.0 	1
buttermilk      	0.0 	1
buttony         	0.0 	1
buzzers         	0.0 	1
byelokonsky     	0.0 	1
cabalistic      	0.0 	1
cain            	0.0 	1
caisson         	0.0 	1
caliban         	0.0 	1
callimachus     	0.0 	1
callous         	0.0 	1
calming         	0.0 	1
cam             	0.0 	1
camouflage      	0.0 	1
campagna        	0.0 	1
canary          	0.0 	1
cannibalistic   	0.0 	1
canon           	0.0 	1
canyou          	0.0 	1
capitol         	0.0 	1
capitulantes    	0.0 	1
capitulum       	0.0 	1
capless         	0.0 	1
caprivis        	0.0 	1
capsize         	0.0 	1
capting         	0.0 	1
captious        	0.0 	1
capulets        	0.0 	1
caraway         	0.0 	1
carbines        	0.0 	1
caress          	0.0 	1
caro            	0.0 	1
carpaccios      	0.0 	1
cartel          	0.0 	1
carthusians     	0.0 	1
casa            	0.0 	1
casemates       	0.0 	1
casket          	0.0 	1
casserole       	0.0 	1
castanet        	0.0 	1
casteth         	0.0 	1
castor          	0.0 	1
casus           	0.0 	1
catalan         	0.0 	1
cavall          	0.0 	1
cavernous       	0.0 	1
cayenne         	0.0 	1
cayuga          	0.0 	1
ceasd           	0.0 	1
cedar           	0.0 	1
cedarville      	0.0 	1
celestine       	0.0 	1
celsus          	0.0 	1
cendenaries     	0.0 	1
centipede       	0.0 	1
centres         	0.0 	1
cerinthus       	0.0 	1
chaba           	0.0 	1
chablis         	0.0 	1
chadwell        	0.0 	1
chaffinch       	0.0 	1
chalciope       	0.0 	1
chalmers        	0.0 	1
chand           	0.0 	1
channelcliffes  	0.0 	1
chaparral       	0.0 	1
charleys        	0.0 	1
charlie         	0.0 	1
charlies        	0.0 	1
charred         	0.0 	1
charwoman       	0.0 	1
chasseur        	0.0 	1
chattahoochee   	0.0 	1
chatterbox      	0.0 	1
chaucers        	0.0 	1
chauston        	0.0 	1
cheapening      	0.0 	1
cheatham        	0.0 	1
cheating        	0.0 	1
checker         	0.0 	1
checks          	0.0 	1
cheekbones      	0.0 	1
cheeke          	0.0 	1
chelsea         	0.0 	1
chew            	0.0 	1
chewed          	0.0 	1
chiaroscurist   	0.0 	1
chiaroscurists  	0.0 	1
chico           	0.0 	1
chilblains      	0.0 	1
chills          	0.0 	1
chintz          	0.0 	1
chip            	0.0 	1
chirp           	0.0 	1
choked          	0.0 	1
chonodemaire    	0.0 	1
choppd          	0.0 	1
chord           	0.0 	1
chouette        	0.0 	1
chowder         	0.0 	1
christain       	0.0 	1
christchurch    	0.0 	1
chrysostom      	0.0 	1
chunkys         	0.0 	1
churchmen       	0.0 	1
churchwardens   	0.0 	1
churchyards     	0.0 	1
cilley          	0.0 	1
cinderella      	0.0 	1
cinderellas     	0.0 	1
circuitous      	0.0 	1
ciseaux         	0.0 	1
citadelled      	0.0 	1
citric          	0.0 	1
citron          	0.0 	1
civet           	0.0 	1
clairvaux       	0.0 	1
clamoring       	0.0 	1
claus           	0.0 	1
clenching       	0.0 	1
cleverly        	0.0 	1
clews           	0.0 	1
clients         	0.0 	1
cliffs          	0.0 	1
clipped         	0.0 	1
clomb           	0.0 	1
clotted         	0.0 	1
cloudlets       	0.0 	1
cloudlike       	0.0 	1
clubbed         	0.0 	1
clue            	0.0 	1
clumb           	0.0 	1
co              	0.0 	1
cobber          	0.0 	1
cockrell        	0.0 	1
cogers          	0.0 	1
coincide        	0.0 	1
coincidences    	0.0 	1
colbert         	0.0 	1
colby           	0.0 	1
colic           	0.0 	1
collander       	0.0 	1
colossus        	0.0 	1
colts           	0.0 	1
combash         	0.0 	1
comedian        	0.0 	1
comfortingly    	0.0 	1
commandants     	0.0 	1
commandments    	0.0 	1
comorin         	0.0 	1
complained      	0.0 	1
complement      	0.0 	1
complimentary   	0.0 	1
composser       	0.0 	1
compulsive      	0.0 	1
conceded        	0.0 	1
concord         	0.0 	1
condemns        	0.0 	1
condense        	0.0 	1
condescendingly 	0.0 	1
conficere       	0.0 	1
confidante      	0.0 	1
confidants      	0.0 	1
congal          	0.0 	1
congealeth      	0.0 	1
coningsburgh    	0.0 	1
connells        	0.0 	1
connexion       	0.0 	1
conquerin       	0.0 	1
cons            	0.0 	1
considble       	0.0 	1
consoles        	0.0 	1
consomme        	0.0 	1
consonants      	0.0 	1
constraint      	0.0 	1
consummate      	0.0 	1
conti           	0.0 	1
contrite        	0.0 	1
